     1.437574      1.337113      1.472752      1.315922      1.285077      1.574162      1.051421      1.049744      1.042380      1.143480 
     1.368296      1.349028      1.498705      1.365627      1.220380      1.746014      1.140877      1.111714      1.099672      1.056429 
     1.485460      1.334747      1.504705      1.425311      1.223130      1.517351      1.145145      1.153285      1.149312      0.980685 
     1.445041      1.404256      1.407900      1.371351      1.167571      1.554207      0.982834      1.204325      1.239339      1.062646 
     1.576823      1.369201      1.388220      1.355278      1.178400      1.595537      1.009543      1.040769      1.187623      1.077897 
     1.448279      1.336465      1.540754      1.336806      1.220264      1.511340      1.163528      1.070676      1.161507      1.098572 
     1.411673      1.367439      1.498703      1.397509      1.229077      1.597336      1.167123      1.132830      1.110889      1.174205 
     1.490802      1.317693      1.589245      1.335990      1.202048      1.500481      1.236755      1.114205      1.193934      1.093689 
     1.413988      1.361687      1.476727      1.504453      1.186097      1.574139      1.011502      1.173559      1.107352      1.101356 
     1.531199      1.336572      1.414423      1.229630      1.240743      1.670575      1.083997      1.106137      1.182989      1.063979 
     1.460324      1.434355      1.422650      1.476086      1.193793      1.626779      1.101932      1.026291      1.231445      1.123550 
     1.548659      1.320646      1.501499      1.346355      1.219090      1.698868      1.117637      1.229292      1.101105      1.112028 
     1.531115      1.266689      1.359304      1.553870      1.228474      1.543261      0.986754      1.044937      1.063038      1.299552 
     1.362755      1.353151      1.412754      1.375758      1.207995      1.553866      1.091087      1.073617      1.080162      1.214536 
     1.496080      1.365478      1.580200      1.332200      1.157756      1.455869      1.198729      1.159777      1.170514      1.257556 
     1.478417      1.354313      1.421729      1.325076      1.279058      1.610239      1.088513      1.172610      1.131776      1.059775 
     1.550431      1.282162      1.490571      1.433149      1.216003      1.509711      1.117019      1.119419      1.195767      1.323924 
     1.417671      1.414737      1.435345      1.285032      1.234772      1.640150      1.186304      1.151859      1.063497      1.264703 
     1.423877      1.327824      1.522423      1.466288      1.190168      1.532771      1.303124      1.108264      1.283677      1.131435 
     1.351983      1.298268      1.491345      1.454662      1.231175      1.702295      1.141271      1.123681      1.145394      1.063332 
     1.457918      1.359416      1.647467      1.404901      1.204163      1.581349      1.148928      1.142005      1.153774      1.241597 
     1.440699      1.373319      1.485130      1.372432      1.212681      1.448163      1.046113      1.152293      1.199047      1.090448 
     1.452191      1.511465      1.394138      1.431198      1.211500      1.617584      1.034866      1.122539      1.117909      1.083552 
