        18
    1     1    10 
    2     1    10 
    3     1    12 
    4     1    12 
    5     1    13 
    6     1    13 
    7     1    14 
    8     1    14 
    9     2    11  12 
   10     4     1   2  11  13 
   11     4     9  10  15  16 
   12     4     3   4   9  14 
   13     4     5   6  10  17 
   14     4     7   8  12  18 
   15     1    11 
   16     1    11 
   17     1    13 
   18     1    14 
