        10
    1     2     4   6 
    2     2     5   6 
    3     1     6 
    4     4     1   5   7   8 
    5     4     2   4   9  10 
    6     3     1   2   3 
    7     1     4 
    8     1     4 
    9     1     5 
   10     1     5 
